sentence,intent,,,,
그 동안 너무 바빠서 일 년 만에 휴가를 낸 거거든.,0,,,,
그 때 처음 보고 서로 반했지.,0,,,,
그 말도 맞는 것 같긴 해. 어차피 다 날라갔으니까 지금.,0,,,,
그 문제 때문에 부모님이 많이 다투시지. 아 근데 이제 포기야 포기. 거의 뭐 말을 안들으시니까.,0,,,,
그 사람 다른 사람이 생긴 거 같아. 미리 준비를 했어야 됐는데. 내가 그 사람을 너무 믿고 있었나봐.,0,,,,
그 사람과의 시간이 아쉬워.,0,,,,
그 사람과의 시간이 후회돼요.,0,,,,
그 사람은 나한테 더 심한 욕도 하거든?,0,,,,
그 사람을 믿은 게 실수였어.,0,,,,
그 사람을 믿지 말았어야 했어.,0,,,,
그 사람이 권태기가 온 거 같더라고. 그래서 시간을 갖자고 하더라.,0,,,,
그 사람이 권태기가 왔다고 잠깐 시간을 갖자고 하더라고. 그러더니 끝내 헤어지자고 하는거야.,0,,,,
그 사람이 그런 행동을 했다는 게 믿어지지 않아.,0,,,,
그 사람이 그렇게 행동할 줄은 몰랐어.,0,,,,
그 사람이 바람폈어.,0,,,,
그 사람이 여자가 생긴 거 같아.,0,,,,
그 사람한테 고백하지 않은 게 후회돼.,0,,,,
그 사람한테 다른 여자 생겼나 봐.,0,,,,
그 상사 새끼는 서로 말이 통하지 않아!,0,,,,
그 새끼는 왜 나한테만 이럴까?,0,,,,
그 선택이 지금까지 후회돼.,0,,,,
그 아저씨 아니었으면 큰일 날 뻔 했어. 사람들이 깜짝 놀랐겠지.,0,,,,
그 애가 너무 더러워. 청소를 아예 안해.,0,,,,
그 애기 엄마가 와서 나한테 화를 냈어!,0,,,,
그 얼굴 표정은 뭐야! 당장에 묶어서 버렸다고.,0,,,,
그 영상 보면 내 기분이 좋아진대?,0,,,,
"그 유기견들, 어떻게 사는지 처참한 실상을 보여주는 그런 다큐멘터리였어.",0,,,,
그 일을 맡은 게 실수였어.,0,,,,
그 일을 맡은 게 정말 아쉬워요.,0,,,,
그 일을 시작한 걸 아쉬워요.,0,,,,
그 일을 시작한 게 정말 후회돼.,0,,,,
그 일을 시작한 게 정말 후회돼요.,0,,,,
그 일을 시작한 게 후회돼요.,0,,,,
"그 일을 왜 그렇게 했는지 모르겠어, 진짜 후회돼.",0,,,,
그 자식이 갑자기 헤어지재!,0,,,,
그 저번에 내가 비싸서 못 사왔던 향수 있잖아? 그거 당첨됐어!,0,,,,
"그 정도는 아닌데, 술이 문제지.",0,,,,
그 친구도 잘 알아. 자기가 자꾸 늦는 습관.,0,,,,
그 친구랑 싸운 게 후회돼.,0,,,,
그 친구한테 다시 한 번 정중하게 물어봐야겠다. 서로를 위해 좋은거니까. 그치?,0,,,,
그 한명이 나야.,0,,,,
그거 그런 거 때문에 진짜 필요한 순간에 쓰이지 못할 때가 많지.,0,,,,
그거 너무 고맙네.,0,,,,
그거 너무 좋겠다.,0,,,,
그거 너무 좋지.,0,,,,
그거 써도 안없어지던데.,0,,,,
그거 어디서 파는데?,0,,,,
그거 좋은 생각이다.,0,,,,
그거 좋은 생각이다. 하루 종일 자야지!,0,,,,
그거 좋은 생각인데?,0,,,,
그거 좋을 거 같다.,0,,,,
그거 참 좋은 생각이구나!,0,,,,
그거 참 좋은 생각인걸.,0,,,,
그거는 아닌 것 같아.,0,,,,
"그건 그런데, 허리 계속 치료 받아야된대.",0,,,,
그건 맞는데 뭔가 너무 방금 너무 화가 났어.,0,,,,
"그건 아는데, 내가 능력이 없는 거 같아.",0,,,,
"그건 아는데, 내가 좀 신경 썼어야 됐는데.",0,,,,
그건 아니고. 그냥 내 개인적인 어떤 목표를 달성했다 이거지.,0,,,,
그건 아닌데 미안.,0,,,,
그걸 알려나.,0,,,,
그것도 괜찮네.,0,,,,
그것도 나쁘지 않은데 나 진짜 나가고 싶었단 말이야.,0,,,,
그것도 맞는 거 같아. 계약이 끝나는대로 방을 바꿔야겠어.,0,,,,
그것도 모르고 우리들은 그 제품 샀잖아!,0,,,,
그것도 믿을 수가 없어. 또 가짜 아니야? 뭔지 석연치가 않아.,0,,,,
그것도 심각하게 고려중이야.,0,,,,
"그것도 써보고 여러가지를 해봤는데, 도대체 또 나오고 또 나오고 어쩔 수가 없어.",0,,,,
그것도 재미있겠다. 그렇게 할게.,0,,,,
그것도 좋겠다. 한 번 생각해볼게.,0,,,,
그것도 좋은 생각이네.,0,,,,
그것도 좋은데 별로 내키지가 않네.,0,,,,
그것도 좋은데 운동하고 싶어요.,0,,,,
그것도 좋지. 맛있는 것도 많이 먹고싶다.,0,,,,
그게 낫겠어 정말.,0,,,,
그게 내가 된 거야.,0,,,,
그게 쉬운 게 아니잖아! 아. 너무 힘들다.,0,,,,
그게 좋을 것 같아 강남역보다는 사람들이 별로 안다니는 공원으로 한 번 바꿔볼게.,0,,,,
그게 좋을 것 같아. 고마워.,0,,,,
그게 좋을 것 같아. 방향제도 바로 사와야겠어.,0,,,,
그날 약속을 어긴 걸 후회해.,0,,,,
그날이 너무 아쉬워요.,0,,,,
그냥 가까운 산에 묻어줬어.,0,,,,
그냥 가족끼리 뒷산에 가서 묻어주고 오려고. 위로 잘 해드릴게.,0,,,,
그냥 갑자기 멈춰버리네.,0,,,,
그냥 갑자기 쓰러져서.,0,,,,
그냥 걸어다니고 있어. 우울해.,0,,,,
그냥 그만 만나재. 딴 사람 생긴 거 같더라.,0,,,,
그냥 기분이 ? 가라앉고 매일 하던 일도 하기 싫어.,0,,,,
그냥 다 귀찮아. 아무것도 하기도 싫고.,0,,,,
그냥 둘다 알려주면 안 될까?,0,,,,
그냥 맨날 그래. 근데 오면 밥을 사. 그래서 할 말이 없어.,0,,,,
그냥 모든 게 다 잘 안 되는 것 같구.,0,,,,
그냥 모임때나 만나는 가벼운 친구사이였어.,0,,,,
"그냥 무작정 걷고 있어 잠시 생각을 정리해야 될 것 같아.	",0,,,,
그냥 뭐 이것저것 하고있어.,0,,,,
그냥 뭐 이런저런거 하고있지. 쉽지 않은 것 같아. 계속 손해만. 아휴.,0,,,,
그냥 밖이야. 근데 어디로 가야될지 몰라가지고.,0,,,,
그냥 방에 왔어.,0,,,,
그냥 사라는 것만 사서 잘 모르겠어.,0,,,,
그냥 사람들 되게 많이 몰려 있길래 뭔가 해서 함 봤지.,0,,,,
그냥 술취한 사람이 길거리에 누워있었나봐.,0,,,,
"그냥 오며가며 얼굴이나 알던 사이인데 남친이 먼저 만나 보자고 마음에 듣다고 그랬었지.	",0,,,,
그냥 요새 기분이 안좋네.,0,,,,
그냥 우연히 만난 사이였지.,0,,,,
그냥 유명한 거 몇 개 들고 있어.,0,,,,
그냥 이 일이 나랑 맞는지 모르겠어.,0,,,,
그냥 잘 사귀다가 갑자기 권태기가 와서 헤어지게 됐어.,0,,,,
그냥 전망 좋다길래 넣었는데 사실 잘 모르겠어.,0,,,,
그냥 주변 지인들이 알려줘서 시작했는데 영.,0,,,,
그냥 주변에서 좋다고 하는거 몇 개 샀는데 아 완전 망했어.,0,,,,
그냥 지인이 이거 좋다고 자꾸 꼬드겨서 한 번 해봤어.,0,,,,
그냥 집에만 있으니까 무기력하고 기분이 별로야.,0,,,,
그냥 집에만 있으려니까 무기력하고 심심한 느낌?,0,,,,
그냥 친한 동네오빠였어.,0,,,,
그냥 하늘만 원망하고 지내기보단 영화나 게임 그런걸 하고 보내는게 더 나을 것 같긴 해.,0,,,,
그냥 한 마디 할까?,0,,,,
그냥 혼자 걷고 있어.,0,,,,
그냥 화장실의 구조가 문제인 것 같아.,0,,,,
그냥 환기하려고.,0,,,,
그냥. 3년 전에 만났었는데 너무 슬프다.,0,,,,
그냥. 남들 다 하길래. 근데 잃었어.,0,,,,
그냥. 어쩌다보니까 알게 된 사람. 오랜 시간을 만났는데 그냥 떠난 사람.,0,,,,
"그니까! 그만 두든가 해야지 진짜, 이씨!",0,,,,
그니까! 목줄이 약했나봐.,0,,,,
그니까. 나 진짜 너무 많이 놀랐다니까? 아직도 가슴이 막 쿵쾅쿵쾅 뛰어.,0,,,,
그니까. 나도 좀 이제 코로나 제발 끝났으면 좋겠다. 그치?,0,,,,
그니까. 으. 청소 아주머니가 치우신 거 같애.,0,,,,
"그대로 있어 진짜 깜짝 놀랬어.	",0,,,,
그대로 있어! 더러워. 다른 층 써야될까봐. 진짜 최악이다!,0,,,,
그대로 있어. 너무 더러워!,0,,,,
그동안 쉬지도 못하고 1년만에 휴가를 냈거든.,0,,,,
그때 그 말을 하지 말 걸 그랬어요.,0,,,,
그때 그 일을 하지 말 걸 그랬어요.,0,,,,
그때 왜 그렇게 행동했을까?,0,,,,
그때 왜 그렇게 행동했을까.,0,,,,
그때 왜 그렇게 행동했을까요?,0,,,,
그래 그거 좋은 생각이다.,0,,,,
그래 그것도 좋은 방법인 것 같아.,0,,,,
그래 그래야지. 냄새가 너무 지독해! 어떡하지?,0,,,,
그래 그러는 게 아무래도 좋겠지?,0,,,,
그래 그러자 그럼. 그게 좋겠어.,0,,,,
그래 나갈 수가 없어.,0,,,,
그래 나도 혹시 모르니까 일단 친구 있는 병원에 가보려구.,0,,,,
그래 너도 좋아할 거야.,0,,,,
그래 너무 고맙다.,0,,,,
그래 너의 말대로 음악이나 들으면서 기분 풀어야겠다. 나는 발라드가 좋아.,0,,,,
"그래 다른 층을 일단 써야겠어 정말이지 이 화장실은 비위가 상해서 쓸 수가 없어.	",0,,,,
"그래 다음에 한번 보면은 내가 향수 뿌리고 나가 볼게.	",0,,,,
그래 알겠어 보험은 생각해 봐서.,0,,,,
그래 알겠어. 고마워!,0,,,,
그래 알겠어. 고맙다.,0,,,,
그래 알겠어. 너 말대로 해볼게.,0,,,,
그래 알겠어. 확실하게 얘기를 해둬야지!,0,,,,
그래 알았어. 꼭 얘기할 테니까 들어줘야 해.,0,,,,
그래 알았어. 내가 고칠게.,0,,,,
그래 알았어. 받으면 보여줄게.,0,,,,
그래 얘기해줄게 고마워.,0,,,,
그래 지금은 바쁘니까 다른 층을 써야 되겠어.,0,,,,
그래 추천해 줘봐. 영화도 재밌는 걸로.,0,,,,
그래 친구도 만나야지. 오랫동안 못 만나서 보고싶거든.,0,,,,
그래 친구들 만나서 여행 계획 세워 볼게.,0,,,,
그래 친구들과 약속도 좀 잡아서 수다도 좀 떨어볼게.,0,,,,
"그래 한 번은 산책도 해야겠지 기분 전환도 하고 마음을 여유롭게 좀 가져보는 것도 좋을 것 같아.	",0,,,,
그래 한번 기분 전환 좀 할겸 음악도 들어야 되겠다.,0,,,,
"그래, 고마워. 너밖에 없다.",0,,,,
"그래, 그게 좋겠어. 냄새는 어쩔 수 없으니까.",0,,,,
"그래, 그냥 내가 능력자라서 그런가보다 라고 생각을 해봐야겠지. 그래, 그렇게 생각하자.",0,,,,
"그래, 그냥 음악이나 들으면서 기분 풀어야겠어. 신나는 음악이 좋아.",0,,,,
"그래, 보여줄게. 얼마나 예쁘고 좋은지.",0,,,,
"그래, 알겠어.",0,,,,
"그래, 이렇게라도 너한테 털어놓을 수 있어서 마음이 후련하다. 고마워.",0,,,,
그래! 관리자한테 말하고 빨리 치우라고 말하자.,0,,,,
그래! 꼭 보여줄게. 고마워!,0,,,,
그래! 나 여행도 가고 싶다!,0,,,,
그래? 곰팡이 제거제를 사용하면 좀 나아진다니까 구매해볼래.,0,,,,
그래? 그럼 나한테도 사과를 할까?,0,,,,
그래? 나도 그렇게 생각해.,0,,,,
그래. 같은 값이면 애피타이저도 잘 나오는 곳이 낫겠지?,0,,,,
그래. 결국에는 어쩔 수 없지. 나갈 수 없으니까 집에서 휴식을 취하면서 맛있는거나 해 먹어야겠어.,0,,,,
그래. 고마워. 한번 해보고 이야기 해줄게.,0,,,,
그래. 고맙다.,0,,,,
그래. 구매할 생각이 있어. 추천 좀 해 줘봐. 그거라도 써서 없애야지.,0,,,,
그래. 그거 좋은 생각이네. 다음부터는 이렇게 하지 못하게 해야되겠어.,0,,,,
그래. 그거 좋은 생각이다. 사진 찍어야겠다.,0,,,,
그래. 그거라도 보고 기분을 진정시켜야겠어.,0,,,,
그래. 그거라도 보면서 기분전환 해야겠다.,0,,,,
그래. 그거라도 해야겠다. 고마워.,0,,,,
그래. 그것도 좋은 방법인데 지금 당장 갈 곳은 없어.,0,,,,
그래. 그래도 15년이면 오래 살았으니까 마음 추스리려고.,0,,,,
그래. 그래야겠지? 마음을 좀 진정시켜야 되겠어.,0,,,,
그래. 그러길 바래야지.,0,,,,
그래. 그런 거라도 하면서 억지로 기분 좀 풀어봐야겠다.,0,,,,
그래. 그렇게 말해줘서 고맙다.,0,,,,
그래. 그렇게 이야기 해줘서 고맙다.,0,,,,
그래. 그렇게 하는 게 좋을 것 같다. 방향제 빨리 찾아와야겠어.,0,,,,
그래. 그렇게라도 하고 싶다.,0,,,,
그래. 기분 전환 좀 해야겠어. 너무 답답해.,0,,,,
그래. 기분이 좋아질 만한 음악 듣고 스트레스도 풀자.,0,,,,
그래. 나 친구들도 만나야 될 것 같애.,0,,,,
그래. 나한테 공감해주는 사람 너밖에 없어.,0,,,,
그래. 내 입만 더러워질 뿐이지.,0,,,,
그래. 너 말이 맞는 거 같애. 앞으로 한 30분 정도만 환기 계속 시켜야겠어.,0,,,,
그래. 너 말이 맞아. 지금 바로 전화해야겠어.,0,,,,
그래. 너의 말대로 여행 계획도 세워볼게! 오랜만에 여행을 다녀오는 것도 괜찮을 것 같아!,0,,,,
그래. 너의 말대로 푹 쉬고 여행 가는 것도 괜찮을 것 같아.,0,,,,
"그래. 너한테는 얘기할게. 걱정해줘서 고마워, 친구야.",0,,,,
그래. 네가 대신 일을 해줄 수 없지만 위로 받을 수 있어서 다행이다.,0,,,,
그래. 다른 장소로 옮겨봐야겠다. 고마워.,0,,,,
그래. 다시 한 번 얘기해봐야겠다.,0,,,,
그래. 다음부터 이런 일이 없도록 하기 위해서 해야 되겠어.,0,,,,
그래. 물 한 잔 먹고 잊어버려야겠어.,0,,,,
그래. 보자마자 나 막 도망나왔어.,0,,,,
"그래. 사람들 지금 뭐 부상 몇명이다 이렇게 나오는데, 나도 아프면 근처 병원에 가볼게.",0,,,,
그래. 산책이라도 해볼게.,0,,,,
그래. 시간이 되면 그러는게 좋겠다. 근데 지금 시간이 없어.,0,,,,
그래. 신나니까 음악도 듣고 충분히 좀 쉬어야겠어.,0,,,,
그래. 알고 있는데 그래도 내가 더 꼼꼼하게 했었어야 됐는데. 괜히 상사한테도 미안하네.,0,,,,
그래. 약속 장소를 옮기면 괜찮겠구나. 알았어. 공원 쪽으로 사람이 별로 안 다니니까 그쪽으로 옮겨볼게.,0,,,,
그래. 언제 한번 말씀드려 봐야겠어.,0,,,,
그래. 언젠가 시간 내서 검사는 받아야겠지. 허리가 너무 아프니까.,0,,,,
그래. 언젠간 오르지 않을까? 그래도 유명한 기업인데?,0,,,,
그래. 얼른 버려야겠어. 냄새도 심하고.,0,,,,
그래. 얼른 여행도 다니고 친구들도 만나면서 푹 쉬어야지.,0,,,,
그래. 영화 좋겠다. 재밌는 영화 좀 추천해줘.,0,,,,
그래. 위로해줘서 고마워.,0,,,,
그래. 음악 좀 들어야겠어. 기분 전환 좀 해야겠어.,0,,,,
그래. 음악 좀 들으면서 편하게 쉬어야겠어.,0,,,,
그래. 음악 좀 들으면서 휴식을 취해야겠어. 너무 피곤해.,0,,,,
그래. 일단 머리도 식힐 겸 바람이나 좀 쐬야겠다.,0,,,,
그래. 잊어야지. 그렇지만 나는 절대로 안 그래. 저런 상황을 만들지도 않아. 저건 너무 예의없는 짓이야.,0,,,,
그래. 장소를 옮겨보는 게 좋은 것 같애. 강남역에서 근처 공원으로 좀 옮겨볼게.,0,,,,
그래. 제대로 된 조치가 없으면 나 인터넷에 올릴 거야!,0,,,,
그래. 조금만 더 지켜보자. 그게 좋겠다.,0,,,,
그래. 좋은 곳으로 갔겠지. 힘내야겠다 나도. 고마워.,0,,,,
그래. 좋은 곳으로 갔을거야. 기도해줘.,0,,,,
그래. 좋은 생각이야. 이런 거는 미리부터 얘길 해야 돼.,0,,,,
그래. 좋은 영화 있으면 추천 좀 해줘봐. 영화 좀 보게.,0,,,,
그래. 지금처럼 들어줘서 고마워. 너 땜에 속이 좀 풀리는 거 같애.,0,,,,
그래. 추천해 줘. 그거 보고 기분이나 전환하게.,0,,,,
그래. 친구도 만나고 수다도 떨고 맛있는 것도 먹고 그래야겠어.,0,,,,
그래. 친구들도 만나서 재밌게 놀고 올 거야.,0,,,,
그래. 한 번 해봐야겠다. 이대론 안되겠어.,0,,,,
그래. 할 일도 산더민데 뭐 내가 다 자초한 일이지 뭐.,0,,,,
그래. 해피는 정말 좋은 곳으로 갔을 거야. 우리 가족 너무나 행복하게 해줬으니까.,0,,,,
"그래. 혹시 괜찮은 병원 있으면 좀 알려줘, 나중에.",0,,,,
그래. 혼자 집에 가있어.,0,,,,
그래. 회사 다닌지 얼마 안됐으니까 아직은 열심히 하면 될 거야.,0,,,,
그래. 힘들 때마다 항상 들어줘서 정말 고마워.,0,,,,
그래그래. 걱정해줘서 고마워.,0,,,,
그래놓고는 사과는 안하려고 발뺌하더라고!,0,,,,
그래도 나중에 뒷 일 커지는 거보다 깔끔하게 경찰 부르는게 낫지.,0,,,,
그래도 너라도 그렇게 얘기해주니까 고맙다. 좀 힘이 났어. 고마워.,0,,,,
그래도 너한테 이야기하고 나니까 마음이 편해졌다. 고마워.,0,,,,
그래도 눈치는 있더라고. 미안하다고 약속시간 다음부터 잘 지키겠다구 문자는 항상 하더라. 그런데 매일 똑같애.,0,,,,
그래도 뉴스에 나올만큼 큰 일은 아니었으면 좋겠다.,0,,,,
